row_id,record_kind,stage,state,district,year,block_printed,gram_panchayat,seat_no,constituency_area_raw,allocated_raw,raw_cells,caste_raw,women_raw,caste_reservation,woman_reserved,source_path,source_sha256,source_page,source_table,source_row,source_table_bbox,quality_flags,review_status
929dd72b553a00a8c221,gp_ward_reservation,verify_per_document,West Bengal,Nadia,2008,Chapra,Chapra-I,6,"Chapra- I/IV 1)Uttar Chapra Balirmathpara 2)Dakshin Chapra Bazar Paschimpara Mouza- Chapra, J.L no. 39 Part No. 73/117","5
6","["""", """", """", """", """", ""Chapra- I/IV\n1)Uttar Chapra Balirmathpara\n2)Dakshin Chapra Bazar\nPaschimpara\nMouza- Chapra, J.L no. 39\nPart No. 73/117"", ""5\n6"", ""_\n6 S.C"", ""_\n6 S.C Women""]","_
6 S.C","_
6 S.C Women",,,data/wb/gp_source_search/historical_expansion/nadia_Form-A1_bc959e7a.pdf,71169a79a0271658d7f62250b648fa96b124745f7996b3f694112c702894a5ae,15,1,2,"[109.83144, 36.277559999999994, 981.9191999999999, 558.3537653999999]",reservation_cell_unread;reservation_totals_mismatch,needs_review
e0336c668ddacf4b824f,gp_ward_reservation,verify_per_document,West Bengal,Nadia,2008,Chapra,Chapra-I,7,"Chapra- I/V 1) Dakshin Chapra Bazarpara 2) Dakshin Chapra Bazar Purbapara Mouza- Chapra, J.L no. 39 Part No. 73/118","7
8","["""", """", """", """", """", ""Chapra- I/V\n1) Dakshin Chapra Bazarpara\n2) Dakshin Chapra Bazar\nPurbapara\nMouza- Chapra, J.L no. 39\nPart No. 73/118"", ""7\n8"", ""7 S.C\n_"", ""_\n_""]","7 S.C
_","_
_",,,data/wb/gp_source_search/historical_expansion/nadia_Form-A1_bc959e7a.pdf,71169a79a0271658d7f62250b648fa96b124745f7996b3f694112c702894a5ae,15,1,3,"[109.83144, 36.277559999999994, 981.9191999999999, 558.3537653999999]",reservation_cell_unread;reservation_totals_mismatch,needs_review
7cf5eb9326c487c1b526,gp_ward_reservation,verify_per_document,West Bengal,Nadia,2008,Chapra,Chapra-I,8,"Chapra- I/V 1) Dakshin Chapra Bazarpara 2) Dakshin Chapra Bazar Purbapara Mouza- Chapra, J.L no. 39 Part No. 73/118","7
8","["""", """", """", """", """", ""Chapra- I/V\n1) Dakshin Chapra Bazarpara\n2) Dakshin Chapra Bazar\nPurbapara\nMouza- Chapra, J.L no. 39\nPart No. 73/118"", ""7\n8"", ""7 S.C\n_"", ""_\n_""]","7 S.C
_","_
_",,,data/wb/gp_source_search/historical_expansion/nadia_Form-A1_bc959e7a.pdf,71169a79a0271658d7f62250b648fa96b124745f7996b3f694112c702894a5ae,15,1,3,"[109.83144, 36.277559999999994, 981.9191999999999, 558.3537653999999]",reservation_cell_unread;reservation_totals_mismatch,needs_review
7cb3bd18a00ea77e8a35,gp_ward_reservation,verify_per_document,West Bengal,Nadia,2008,Chapra,Chapra-I,9,"Chapra- I/VI Uttar Chapra Paschimpara Mouza- Chapra, J.L no. 39 Part No. 73/119","9
10","["""", """", """", """", """", ""Chapra- I/VI\nUttar Chapra Paschimpara\nMouza- Chapra, J.L no. 39\nPart No. 73/119"", ""9\n10"", ""_\n_"", ""9 Women\n_""]","_
_","9 Women
_",,,data/wb/gp_source_search/historical_expansion/nadia_Form-A1_bc959e7a.pdf,71169a79a0271658d7f62250b648fa96b124745f7996b3f694112c702894a5ae,15,1,4,"[109.83144, 36.277559999999994, 981.9191999999999, 558.3537653999999]",reservation_cell_unread;reservation_totals_mismatch,needs_review
79be19026c139cc8a9ab,gp_ward_reservation,verify_per_document,West Bengal,Nadia,2008,Chapra,Chapra-I,10,"Chapra- I/VI Uttar Chapra Paschimpara Mouza- Chapra, J.L no. 39 Part No. 73/119","9
10","["""", """", """", """", """", ""Chapra- I/VI\nUttar Chapra Paschimpara\nMouza- Chapra, J.L no. 39\nPart No. 73/119"", ""9\n10"", ""_\n_"", ""9 Women\n_""]","_
_","9 Women
_",,,data/wb/gp_source_search/historical_expansion/nadia_Form-A1_bc959e7a.pdf,71169a79a0271658d7f62250b648fa96b124745f7996b3f694112c702894a5ae,15,1,4,"[109.83144, 36.277559999999994, 981.9191999999999, 558.3537653999999]",reservation_cell_unread;reservation_totals_mismatch,needs_review
a606288b3005728f643d,gp_ward_reservation,verify_per_document,West Bengal,Nadia,2008,Chapra,Chapra-I,11,"Chapra- I/VII 1)Dakshin Chapra Bazar Purbapara 2)Dakshin Chapra Bazar hindupara 3)Uttar Chapra Purbapara Mouza- Chapra, J.L no. 39 Part No. 73/120","11
12","["""", """", """", """", """", ""Chapra- I/VII\n1)Dakshin Chapra Bazar Purbapara\n2)Dakshin Chapra Bazar hindupara\n3)Uttar Chapra Purbapara\nMouza- Chapra, J.L no. 39\nPart No. 73/120"", ""11\n12"", ""_\n_"", ""_\n12 Women""]","_
_","_
12 Women",,,data/wb/gp_source_search/historical_expansion/nadia_Form-A1_bc959e7a.pdf,71169a79a0271658d7f62250b648fa96b124745f7996b3f694112c702894a5ae,15,1,5,"[109.83144, 36.277559999999994, 981.9191999999999, 558.3537653999999]",reservation_cell_unread;reservation_totals_mismatch,needs_review
ce7837f54f14828df35e,gp_ward_reservation,verify_per_document,West Bengal,Nadia,2008,Chapra,Chapra-I,12,"Chapra- I/VII 1)Dakshin Chapra Bazar Purbapara 2)Dakshin Chapra Bazar hindupara 3)Uttar Chapra Purbapara Mouza- Chapra, J.L no. 39 Part No. 73/120","11
12","["""", """", """", """", """", ""Chapra- I/VII\n1)Dakshin Chapra Bazar Purbapara\n2)Dakshin Chapra Bazar hindupara\n3)Uttar Chapra Purbapara\nMouza- Chapra, J.L no. 39\nPart No. 73/120"", ""11\n12"", ""_\n_"", ""_\n12 Women""]","_
_","_
12 Women",,,data/wb/gp_source_search/historical_expansion/nadia_Form-A1_bc959e7a.pdf,71169a79a0271658d7f62250b648fa96b124745f7996b3f694112c702894a5ae,15,1,5,"[109.83144, 36.277559999999994, 981.9191999999999, 558.3537653999999]",reservation_cell_unread;reservation_totals_mismatch,needs_review
4e20c2574d56773dc426,gp_ward_reservation,verify_per_document,West Bengal,Nadia,2008,Chapra,Chapra-I,13,Chapra- I/VIII 1)Dwipchandrapur Durgapur 2)Dwipchandrapur Dakshin para Mouza- Dwipchandrapur J.L no.32 Part No. 73/121,13,"["""", """", """", """", """", ""Chapra- I/VIII\n1)Dwipchandrapur Durgapur\n2)Dwipchandrapur Dakshin para\nMouza- Dwipchandrapur J.L no.32\nPart No. 73/121"", ""13"", ""_"", ""_""]",_,_,,,data/wb/gp_source_search/historical_expansion/nadia_Form-A1_bc959e7a.pdf,71169a79a0271658d7f62250b648fa96b124745f7996b3f694112c702894a5ae,15,1,6,"[109.83144, 36.277559999999994, 981.9191999999999, 558.3537653999999]",reservation_cell_unread;reservation_totals_mismatch,needs_review
d34822b6cf7ceb2602b6,gp_ward_reservation,verify_per_document,West Bengal,Nadia,2008,Chapra,Chapra-I,14,Chapra- I/IX 1)Dwipchandrapur Paschimpara 2)Dwipchandrapur Madhyapara 3)Dwipchandrapur Purbapara Mouza- Dwipchandrapur J.L no.32 Part No. 73/122.,14,"["""", """", """", """", """", ""Chapra- I/IX\n1)Dwipchandrapur Paschimpara\n2)Dwipchandrapur Madhyapara\n3)Dwipchandrapur Purbapara\nMouza- Dwipchandrapur J.L no.32\nPart No. 73/122."", ""14"", ""_"", ""_""]",_,_,,,data/wb/gp_source_search/historical_expansion/nadia_Form-A1_bc959e7a.pdf,71169a79a0271658d7f62250b648fa96b124745f7996b3f694112c702894a5ae,16,1,1,"[109.83143999999999, 36.277559999999994, 981.9191999999999, 163.2276]",reservation_cell_unread;reservation_totals_mismatch,needs_review
6ab49d37582628aa0409,gp_ward_reservation,verify_per_document,West Bengal,Nadia,2008,Chapra,Chapra- II,1,"Chapra- II/I 1)Madhya Bangaljhi Purbapara 2)Dakshin Bangaljhi Purbapara Mouza- Bangaljhi, J.L no. 33 Part No. 73/123","1
2","[""Chapra- II"", ""12"", ""1"", ""Nil"", ""4"", ""Chapra- II/I\n1)Madhya Bangaljhi Purbapara\n2)Dakshin Bangaljhi Purbapara\nMouza- Bangaljhi, J.L no. 33\nPart No. 73/123"", ""1\n2"", ""_\n_"", ""1 Women\n_""]","_
_","1 Women
_",,,data/wb/gp_source_search/historical_expansion/nadia_Form-A1_bc959e7a.pdf,71169a79a0271658d7f62250b648fa96b124745f7996b3f694112c702894a5ae,17,1,4,"[109.83143999999999, 315.7344, 981.9191999999999, 558.4737653999999]",reservation_cell_unread;reservation_totals_mismatch,needs_review
ff456c4077fad37fb959,gp_ward_reservation,verify_per_document,West Bengal,Nadia,2008,Chapra,Chapra- II,2,"Chapra- II/I 1)Madhya Bangaljhi Purbapara 2)Dakshin Bangaljhi Purbapara Mouza- Bangaljhi, J.L no. 33 Part No. 73/123","1
2","[""Chapra- II"", ""12"", ""1"", ""Nil"", ""4"", ""Chapra- II/I\n1)Madhya Bangaljhi Purbapara\n2)Dakshin Bangaljhi Purbapara\nMouza- Bangaljhi, J.L no. 33\nPart No. 73/123"", ""1\n2"", ""_\n_"", ""1 Women\n_""]","_
_","1 Women
_",,,data/wb/gp_source_search/historical_expansion/nadia_Form-A1_bc959e7a.pdf,71169a79a0271658d7f62250b648fa96b124745f7996b3f694112c702894a5ae,17,1,4,"[109.83143999999999, 315.7344, 981.9191999999999, 558.4737653999999]",reservation_cell_unread;reservation_totals_mismatch,needs_review
83c5df453ecb232f6d9c,gp_ward_reservation,verify_per_document,West Bengal,Nadia,2008,Chapra,Chapra- II,3,"Chapra- II/II 1)Madhya Bangaljhi (Madhyapara) 2)Madhya Bangaljhi Bilgabapara 3)Madhya Bangaljhi Dangapara 4)Dakshin Bangaljhi Khatamarapara Mouza- Bangaljhi, J.L no. 33 Part No. 73/124","3
4","["""", """", """", """", """", ""Chapra- II/II\n1)Madhya Bangaljhi (Madhyapara)\n2)Madhya Bangaljhi Bilgabapara\n3)Madhya Bangaljhi Dangapara\n4)Dakshin Bangaljhi Khatamarapara\nMouza- Bangaljhi, J.L no. 33\nPart No. 73/124"", ""3\n4"", ""_\n_"", ""_\n4 Women""]","_
_","_
4 Women",,,data/wb/gp_source_search/historical_expansion/nadia_Form-A1_bc959e7a.pdf,71169a79a0271658d7f62250b648fa96b124745f7996b3f694112c702894a5ae,17,1,5,"[109.83143999999999, 315.7344, 981.9191999999999, 558.4737653999999]",reservation_cell_unread;reservation_totals_mismatch,needs_review
722ec8583fc7de7c4a09,gp_ward_reservation,verify_per_document,West Bengal,Nadia,2008,Chapra,Chapra- II,4,"Chapra- II/II 1)Madhya Bangaljhi (Madhyapara) 2)Madhya Bangaljhi Bilgabapara 3)Madhya Bangaljhi Dangapara 4)Dakshin Bangaljhi Khatamarapara Mouza- Bangaljhi, J.L no. 33 Part No. 73/124","3
4","["""", """", """", """", """", ""Chapra- II/II\n1)Madhya Bangaljhi (Madhyapara)\n2)Madhya Bangaljhi Bilgabapara\n3)Madhya Bangaljhi Dangapara\n4)Dakshin Bangaljhi Khatamarapara\nMouza- Bangaljhi, J.L no. 33\nPart No. 73/124"", ""3\n4"", ""_\n_"", ""_\n4 Women""]","_
_","_
4 Women",,,data/wb/gp_source_search/historical_expansion/nadia_Form-A1_bc959e7a.pdf,71169a79a0271658d7f62250b648fa96b124745f7996b3f694112c702894a5ae,17,1,5,"[109.83143999999999, 315.7344, 981.9191999999999, 558.4737653999999]",reservation_cell_unread;reservation_totals_mismatch,needs_review
62f85b7a7128bea672db,gp_ward_reservation,verify_per_document,West Bengal,Nadia,2008,Chapra,Chapra- II,5,"Chapra- II/III 1)Sreenagar Dakshin para 2)Sreenagar Paschimpara 3)Madhya Bangaljhi Hospitalpara Mouza- Bangaljhi, J.L no. 33 Part No.73/125","5
6","["""", """", """", """", """", ""Chapra- II/III\n1)Sreenagar Dakshin para\n2)Sreenagar Paschimpara\n3)Madhya Bangaljhi Hospitalpara\nMouza- Bangaljhi, J.L no. 33\nPart No.73/125"", ""5\n6"", ""5 S.C\n_"", ""5 S.C (Women)\n_""]","5 S.C
_","5 S.C (Women)
_",,,data/wb/gp_source_search/historical_expansion/nadia_Form-A1_bc959e7a.pdf,71169a79a0271658d7f62250b648fa96b124745f7996b3f694112c702894a5ae,18,1,1,"[109.83144, 36.277559999999994, 981.9191999999999, 495.12]",reservation_cell_unread;reservation_totals_mismatch,needs_review
eb9823f8cb032e9ce85d,gp_ward_reservation,verify_per_document,West Bengal,Nadia,2008,Chapra,Chapra- II,6,"Chapra- II/III 1)Sreenagar Dakshin para 2)Sreenagar Paschimpara 3)Madhya Bangaljhi Hospitalpara Mouza- Bangaljhi, J.L no. 33 Part No.73/125","5
6","["""", """", """", """", """", ""Chapra- II/III\n1)Sreenagar Dakshin para\n2)Sreenagar Paschimpara\n3)Madhya Bangaljhi Hospitalpara\nMouza- Bangaljhi, J.L no. 33\nPart No.73/125"", ""5\n6"", ""5 S.C\n_"", ""5 S.C (Women)\n_""]","5 S.C
_","5 S.C (Women)
_",,,data/wb/gp_source_search/historical_expansion/nadia_Form-A1_bc959e7a.pdf,71169a79a0271658d7f62250b648fa96b124745f7996b3f694112c702894a5ae,18,1,1,"[109.83144, 36.277559999999994, 981.9191999999999, 495.12]",reservation_cell_unread;reservation_totals_mismatch,needs_review
1c3bd2360b5aff402c7c,gp_ward_reservation,verify_per_document,West Bengal,Nadia,2008,Chapra,Chapra- II,7,"Chapra- II/IV 1)D. Bangaljhi Nutanpara Mouza- Bangaljhi, J.L no. 33 Part No. 73/126",7,"["""", """", """", """", """", ""Chapra- II/IV\n1)D. Bangaljhi Nutanpara\nMouza- Bangaljhi, J.L no. 33\nPart No. 73/126"", ""7"", ""_"", ""_""]",_,_,,,data/wb/gp_source_search/historical_expansion/nadia_Form-A1_bc959e7a.pdf,71169a79a0271658d7f62250b648fa96b124745f7996b3f694112c702894a5ae,18,1,2,"[109.83144, 36.277559999999994, 981.9191999999999, 495.12]",reservation_cell_unread;reservation_totals_mismatch,needs_review
59676ad45257bc0fee6d,gp_ward_reservation,verify_per_document,West Bengal,Nadia,2008,Chapra,Chapra- II,8,"Chapra- II/V 1) Sreenagar Madhyapara Mouza- Bangaljhi, J.L no. 33 Part No. 73/127",8,"["""", """", """", """", """", ""Chapra- II/V\n1) Sreenagar Madhyapara\nMouza- Bangaljhi, J.L no. 33\nPart No. 73/127"", ""8"", ""_"", ""8 Women""]",_,8 Women,,1,data/wb/gp_source_search/historical_expansion/nadia_Form-A1_bc959e7a.pdf,71169a79a0271658d7f62250b648fa96b124745f7996b3f694112c702894a5ae,18,1,3,"[109.83144, 36.277559999999994, 981.9191999999999, 495.12]",reservation_cell_unread;reservation_totals_mismatch,needs_review
bdae68e651bf32584915,gp_ward_reservation,verify_per_document,West Bengal,Nadia,2008,Chapra,Chapra- II,9,"Chapra- II/VI 1)Dakshin Bangaljhi Bagapara 2)Madhya Bangaljhi Bagapara Mouza- Bangaljhi, J.L no. 33 Part No. 73/128",9,"["""", """", """", """", """", ""Chapra- II/VI\n1)Dakshin Bangaljhi Bagapara\n2)Madhya Bangaljhi Bagapara\nMouza- Bangaljhi, J.L no. 33\nPart No. 73/128"", ""9"", ""_"", ""_""]",_,_,,,data/wb/gp_source_search/historical_expansion/nadia_Form-A1_bc959e7a.pdf,71169a79a0271658d7f62250b648fa96b124745f7996b3f694112c702894a5ae,18,1,4,"[109.83144, 36.277559999999994, 981.9191999999999, 495.12]",reservation_cell_unread;reservation_totals_mismatch,needs_review
2e363f7017803f3761ce,gp_ward_reservation,verify_per_document,West Bengal,Nadia,2008,Chapra,Chapra- II,10,"Chapra- II/VII 1)Uttar Bangaljhi Paschim Bazarpara 2)Uttar Bangaljhi Purba Bazarpara Mouza- Bangaljhi, J.L no.33 Part No. 73/129",10,"["""", """", """", """", """", ""Chapra- II/VII\n1)Uttar Bangaljhi Paschim Bazarpara\n2)Uttar Bangaljhi Purba Bazarpara\nMouza- Bangaljhi, J.L no.33\nPart No. 73/129"", ""10"", ""_"", ""_""]",_,_,,,data/wb/gp_source_search/historical_expansion/nadia_Form-A1_bc959e7a.pdf,71169a79a0271658d7f62250b648fa96b124745f7996b3f694112c702894a5ae,18,1,5,"[109.83144, 36.277559999999994, 981.9191999999999, 495.12]",reservation_cell_unread;reservation_totals_mismatch,needs_review
027461e93705578bf035,gp_ward_reservation,verify_per_document,West Bengal,Nadia,2008,Chapra,Chapra- II,11,"Chapra- II/VIII 1)Balidanga, Purba Chhoto Balidanga 2)Balidanga, Paschim Chhoto Balidanga 3)Balidanga Hindupara Mouza- Balidanga, J.L no. 37 Part No.73/130",11,"["""", """", """", """", """", ""Chapra- II/VIII\n1)Balidanga, Purba Chhoto Balidanga\n2)Balidanga, Paschim Chhoto\nBalidanga\n3)Balidanga Hindupara\nMouza- Balidanga, J.L no. 37\nPart No.73/130"", ""11"", ""_"", ""_""]",_,_,,,data/wb/gp_source_search/historical_expansion/nadia_Form-A1_bc959e7a.pdf,71169a79a0271658d7f62250b648fa96b124745f7996b3f694112c702894a5ae,18,1,6,"[109.83144, 36.277559999999994, 981.9191999999999, 495.12]",reservation_cell_unread;reservation_totals_mismatch,needs_review
46c548e8cd31972d558d,gp_ward_reservation,verify_per_document,West Bengal,Nadia,2008,Chapra,Chapra- II,12,"Chapta- II/IX Balidanga Madhyapara Balidanga Dakshinpara Mouza- Balidanga, J.L no. 37 Part No. 73/131",12,"["""", """", """", """", """", ""Chapta- II/IX\nBalidanga Madhyapara\nBalidanga Dakshinpara\nMouza- Balidanga, J.L no. 37\nPart No. 73/131"", ""12"", ""_"", ""_""]",_,_,,,data/wb/gp_source_search/historical_expansion/nadia_Form-A1_bc959e7a.pdf,71169a79a0271658d7f62250b648fa96b124745f7996b3f694112c702894a5ae,18,1,7,"[109.83144, 36.277559999999994, 981.9191999999999, 495.12]",reservation_cell_unread;reservation_totals_mismatch,needs_review
bc66aaf3f34b5522fac9,gp_ward_reservation,verify_per_document,West Bengal,Nadia,2008,Chapra,Mahatpur,1,"Mahatpur/ I 1) Uttar Pukhuria Malipota 2) Uttar Pukhuria Bagadanga Mouza- Mahatpur, J.L no. 100 Part No. 73/132",1,"[""Mahatpur"", ""15"", ""2"", ""NIL"", ""5"", ""Mahatpur/ I\n1) Uttar Pukhuria Malipota\n2) Uttar Pukhuria Bagadanga\nMouza- Mahatpur, J.L no. 100\nPart No. 73/132"", ""1"", ""_"", ""1 Women""]",_,1 Women,,1,data/wb/gp_source_search/historical_expansion/nadia_Form-A1_bc959e7a.pdf,71169a79a0271658d7f62250b648fa96b124745f7996b3f694112c702894a5ae,19,1,4,"[109.83144, 298.4556, 981.9191999999999, 540.7152]",reservation_cell_unread;reservation_totals_mismatch,needs_review
55f0fa8051b464193808,gp_ward_reservation,verify_per_document,West Bengal,Nadia,2008,Chapra,Mahatpur,2,"Mahatpur/ II Uttar Pukhuria Biswaspara Uttar Pukhuria Uttarpara D.Pukhuria Brahmanpara D.Pukhuria Madhyapara Mouza- Mahatpur, J.L no. 100 Part No. 73/133",2,"["""", """", """", """", """", ""Mahatpur/ II\nUttar Pukhuria Biswaspara\nUttar Pukhuria Uttarpara\nD.Pukhuria Brahmanpara\nD.Pukhuria Madhyapara\nMouza- Mahatpur, J.L no. 100\nPart No. 73/133"", ""2"", ""_"", ""_""]",_,_,,,data/wb/gp_source_search/historical_expansion/nadia_Form-A1_bc959e7a.pdf,71169a79a0271658d7f62250b648fa96b124745f7996b3f694112c702894a5ae,19,1,5,"[109.83144, 298.4556, 981.9191999999999, 540.7152]",reservation_cell_unread;reservation_totals_mismatch,needs_review
44a57f7eb996e33d9ca0,gp_ward_reservation,verify_per_document,West Bengal,Nadia,2008,Chapra,Mahatpur,3,"Mahatpur/ III D.Pukhuria Paschimpara D.Pukhuri Dakshinpara D.Pukhuria Mondalpara Pukhuria Madhyapara Mouza- Mahatpur, J.L no. 100 Part No. 73/134","3
4","["""", """", """", """", """", ""Mahatpur/ III\nD.Pukhuria Paschimpara\nD.Pukhuri Dakshinpara\nD.Pukhuria Mondalpara\nPukhuria Madhyapara\nMouza- Mahatpur, J.L no. 100\nPart No. 73/134"", ""3\n4"", ""_\n_"", ""_\n4 Women""]","_
_","_
4 Women",,,data/wb/gp_source_search/historical_expansion/nadia_Form-A1_bc959e7a.pdf,71169a79a0271658d7f62250b648fa96b124745f7996b3f694112c702894a5ae,20,1,1,"[109.83144, 36.277559999999994, 981.9191999999999, 557.5139999999999]",reservation_cell_unread;reservation_totals_mismatch,needs_review
f65c41518fdb7b7f6b04,gp_ward_reservation,verify_per_document,West Bengal,Nadia,2008,Chapra,Mahatpur,4,"Mahatpur/ III D.Pukhuria Paschimpara D.Pukhuri Dakshinpara D.Pukhuria Mondalpara Pukhuria Madhyapara Mouza- Mahatpur, J.L no. 100 Part No. 73/134","3
4","["""", """", """", """", """", ""Mahatpur/ III\nD.Pukhuria Paschimpara\nD.Pukhuri Dakshinpara\nD.Pukhuria Mondalpara\nPukhuria Madhyapara\nMouza- Mahatpur, J.L no. 100\nPart No. 73/134"", ""3\n4"", ""_\n_"", ""_\n4 Women""]","_
_","_
4 Women",,,data/wb/gp_source_search/historical_expansion/nadia_Form-A1_bc959e7a.pdf,71169a79a0271658d7f62250b648fa96b124745f7996b3f694112c702894a5ae,20,1,1,"[109.83144, 36.277559999999994, 981.9191999999999, 557.5139999999999]",reservation_cell_unread;reservation_totals_mismatch,needs_review
90ab0dd4c1884675479b,gp_ward_reservation,verify_per_document,West Bengal,Nadia,2008,Chapra,Mahatpur,5,"Mhatpur/ IV Itaberia Maharajpur Bhagabanpur Mouza- Mahatpur, J.L no. 100 Part No. 73/135","5
6","["""", """", """", """", """", ""Mhatpur/ IV\nItaberia\nMaharajpur\nBhagabanpur\nMouza- Mahatpur, J.L no. 100\nPart No. 73/135"", ""5\n6"", ""_\n_"", ""_\n_""]","_
_","_
_",,,data/wb/gp_source_search/historical_expansion/nadia_Form-A1_bc959e7a.pdf,71169a79a0271658d7f62250b648fa96b124745f7996b3f694112c702894a5ae,20,1,2,"[109.83144, 36.277559999999994, 981.9191999999999, 557.5139999999999]",reservation_cell_unread;reservation_totals_mismatch,needs_review
d7613bd67c1430814089,gp_ward_reservation,verify_per_document,West Bengal,Nadia,2008,Chapra,Mahatpur,6,"Mhatpur/ IV Itaberia Maharajpur Bhagabanpur Mouza- Mahatpur, J.L no. 100 Part No. 73/135","5
6","["""", """", """", """", """", ""Mhatpur/ IV\nItaberia\nMaharajpur\nBhagabanpur\nMouza- Mahatpur, J.L no. 100\nPart No. 73/135"", ""5\n6"", ""_\n_"", ""_\n_""]","_
_","_
_",,,data/wb/gp_source_search/historical_expansion/nadia_Form-A1_bc959e7a.pdf,71169a79a0271658d7f62250b648fa96b124745f7996b3f694112c702894a5ae,20,1,2,"[109.83144, 36.277559999999994, 981.9191999999999, 557.5139999999999]",reservation_cell_unread;reservation_totals_mismatch,needs_review
2426395f1fa6a3c5a703,gp_ward_reservation,verify_per_document,West Bengal,Nadia,2008,Chapra,Mahatpur,7,"Mahatpur/ V Tilakpur Purbapara Tilakpur Dhanipara Mouza- Mahatpur, J.L no. 100 Part No. 73/136",7,"["""", """", """", """", """", ""Mahatpur/ V\nTilakpur Purbapara\nTilakpur Dhanipara\nMouza- Mahatpur, J.L no. 100\nPart No. 73/136"", ""7"", ""_"", ""7 Women""]",_,7 Women,,1,data/wb/gp_source_search/historical_expansion/nadia_Form-A1_bc959e7a.pdf,71169a79a0271658d7f62250b648fa96b124745f7996b3f694112c702894a5ae,20,1,3,"[109.83144, 36.277559999999994, 981.9191999999999, 557.5139999999999]",reservation_cell_unread;reservation_totals_mismatch,needs_review
7b3326ecfa9e8a44fec1,gp_ward_reservation,verify_per_document,West Bengal,Nadia,2008,Chapra,Mahatpur,8,"Mahatpur/ VI 1) Tilakpur Paschimpara 2) Tilakpur Madhyapara 3) Tilakpur Purba Dakshin para Mouza- Mahatpur, J.L no. 100 Part No. 73/137",8,"["""", """", """", """", """", ""Mahatpur/ VI\n1) Tilakpur Paschimpara\n2) Tilakpur Madhyapara\n3) Tilakpur Purba Dakshin\npara\nMouza- Mahatpur, J.L no. 100\nPart No. 73/137"", ""8"", ""_"", ""_""]",_,_,,,data/wb/gp_source_search/historical_expansion/nadia_Form-A1_bc959e7a.pdf,71169a79a0271658d7f62250b648fa96b124745f7996b3f694112c702894a5ae,20,1,4,"[109.83144, 36.277559999999994, 981.9191999999999, 557.5139999999999]",reservation_cell_unread;reservation_totals_mismatch,needs_review
a871a8594664ae13f499,gp_ward_reservation,verify_per_document,West Bengal,Nadia,2008,Chapra,Mahatpur,9,"Mahatpur/ VII Dayerbazar Uttar Dhakapara Dayerbazar Dhakapara Dakshin Dayerbazar Mouza- Mahatpur, J.L no. 100 Part No. 73/138","9
10","["""", """", """", """", """", ""Mahatpur/ VII\nDayerbazar Uttar Dhakapara\nDayerbazar Dhakapara\nDakshin Dayerbazar\nMouza- Mahatpur, J.L no. 100\nPart No. 73/138"", ""9\n10"", ""9 S.C\n_"", ""9 S.C (Women)\n_""]","9 S.C
_","9 S.C (Women)
_",,,data/wb/gp_source_search/historical_expansion/nadia_Form-A1_bc959e7a.pdf,71169a79a0271658d7f62250b648fa96b124745f7996b3f694112c702894a5ae,20,1,5,"[109.83144, 36.277559999999994, 981.9191999999999, 557.5139999999999]",reservation_cell_unread;reservation_totals_mismatch,needs_review
6a3c9accd0595efe9b2b,gp_ward_reservation,verify_per_document,West Bengal,Nadia,2008,Chapra,Mahatpur,10,"Mahatpur/ VII Dayerbazar Uttar Dhakapara Dayerbazar Dhakapara Dakshin Dayerbazar Mouza- Mahatpur, J.L no. 100 Part No. 73/138","9
10","["""", """", """", """", """", ""Mahatpur/ VII\nDayerbazar Uttar Dhakapara\nDayerbazar Dhakapara\nDakshin Dayerbazar\nMouza- Mahatpur, J.L no. 100\nPart No. 73/138"", ""9\n10"", ""9 S.C\n_"", ""9 S.C (Women)\n_""]","9 S.C
_","9 S.C (Women)
_",,,data/wb/gp_source_search/historical_expansion/nadia_Form-A1_bc959e7a.pdf,71169a79a0271658d7f62250b648fa96b124745f7996b3f694112c702894a5ae,20,1,5,"[109.83144, 36.277559999999994, 981.9191999999999, 557.5139999999999]",reservation_cell_unread;reservation_totals_mismatch,needs_review
37554fbf32f5119d1fdc,gp_ward_reservation,verify_per_document,West Bengal,Nadia,2008,Chapra,Mahatpur,11,"Mahatpur/ VIII Dayerbazar Madhyapara Dayerbazar Bazarpara Mouza- Mahatpur, J.L no. 100 Part No. 73/139",11,"["""", """", """", """", """", ""Mahatpur/ VIII\nDayerbazar Madhyapara\nDayerbazar Bazarpara\nMouza- Mahatpur, J.L no. 100\nPart No. 73/139"", ""11"", ""_"", ""11 Women""]",_,11 Women,,1,data/wb/gp_source_search/historical_expansion/nadia_Form-A1_bc959e7a.pdf,71169a79a0271658d7f62250b648fa96b124745f7996b3f694112c702894a5ae,20,1,6,"[109.83144, 36.277559999999994, 981.9191999999999, 557.5139999999999]",reservation_cell_unread;reservation_totals_mismatch,needs_review
